id|url|name|price|currency|rate|description|instruction|made
19000241272|https://goldapple.ru/19000241272-ancient-roots|OFF-WHITE Ancient roots|5000|RUB|0.0|Парфюмерная вода Off-White оттенка шартрёз раскрывается нотой древесной амбры в сочетании с горьким апельсином и пихтовым бальзамом. Сочетайте с другими композициями бренда, чтобы ваш фирменный аромат стал уникальным. **Хромированный флакон, разработанный в сотрудничестве с бьюти-куратором Исамайей Ффренч, отличается роскошной отделкой и характерным цветовым акцентом, подчеркивающим его внутреннюю сущность. *Парфюмер – Alexis Dadier.|Только для наружного применения.|"страна происхождения: Италия; изготовитель:""Off-White LLC"", адрес: 1 E. 57th St., New York, NY 10022, США;"
82092200001|https://goldapple.ru/82092200001-this-is-not-a-blue-bottle-1-3|HISTOIRES DE PARFUMS this is not a blue bottle 1/.3|16900|RUB|0.0|Название this is not a blue bottle было вдохновлено картиной «Вероломство образов» известного бельгийского художника- сюрреалиста Рене Магритта, написанной им в 1920-х годах. На картине изображена курительная трубка, под которой на французском языке выведена надпись, гласящая: «Это не трубка».** Между чертой , за которой существуют образы, и чертой , за которой эти образы превращаются в реальность, существует бездонная глубина возможностей . this is not a blue bottle — это аллегория оркестра ароматов, путешествия от абстрактных до наиболее воспаляющих воображение эмоций в бесконечном царстве голубого цвета. **Это выражение обонятельных галлюцинаций и голубой , ничем не заполненной страницы, предоставляющей свободу для выражения любых идей. Аромат 1/.3 — кольцо расплавленной магмы, зарождающаяся новая энергия. Кроваво-апельсиновое солнце, поднимающееся над кружащимися в пылающем танце Розой и Шафраном, высвобождающими нескончаемую энергию Кожаных аккордов. Этот парфюм — выражение Огня.|по мере необходимости|страна происхождения: Франция;
19000244386|https://goldapple.ru/19000244386-35-sm-belaa-2-stuki|ALDE CANDLES 35 см белая, 2 штуки|450|RUB|0.0|Свеча коническая 35 см , 2 шт в упаковке, Оттенок: №1 белый. Вес упаковки 190 гр. Размер упаковки: 36*5*2,5.||страна происхождения: Россия; изготовитель:ИП Молчанов Р.С. Юридический адрес улица Ю.Иванова, д. 88, Псковская область, р-н Дедовичский, рабочий поселок Дедовичи. Почта aldecandles@yandex.ru . +79117378880; Продавец; ИП Молчанов Роман Сергеевич; ОГРН / ОГРНИП; 317602700029301; Юридический адрес; Псковская обл., р-н Дедовичский, рабочий поселок Дедовичи, ул.Ю.Иванова, д. 88;
90151200005|https://goldapple.ru/90151200005-vanilla-blend|ZIELINSKI & ROZEN Black Vanilla|6360|RUB|4.6|Я хочу, чтобы парфюм трогал до глубины души, говорил о личности и отражал ее уникальность.*Эрез Розен **Замысловатая ольфакторная книга, сюжет которой раскрывается новыми гранями на каждом человеке. Необычные сочетания нот и оригинальное построение аккордов подчеркивают индивидуальность и раскрывают суть ярче любых слов. **Все ароматы Zielinski&Rozen категории унисекс.|Наносите парфюм по обе стороны плеч или распылите впереди себя и войдите в «облако» аромата.|страна происхождения: Россия;
19000117830|https://goldapple.ru/19000117830-aqua-mysteri|LE COUVENT Aqua Mysteri|4498|RUB|5.0|Яркий и таинственный аромат AQUA MYSTERI построен вокруг ноты флердоранжа, которая переносит в цветущий апельсиновый сад. *Освежающая нота грейпфрута окутывает сладко-горькой вуалью, за которой тянется многогранный цветочный шлейф пальмарозы. *Классическую композицию LE COUVENT дополняет древесный аккорд, в котором ярко звучит благородный кедр. *Насыщенный и стойкий аромат, созданный на основе натуральных растительных эссенций, произведен в традициях французской высокой парфюмерии.|Только для наружного применения.|страна происхождения: Франция; изготовитель:«LE COUVENT», адрес: Rue de la Mare à Blot – ZAC de la Tremblaie 91220 LE PLESSIS PATE, Франция;
82092400002|https://goldapple.ru/82092400002-this-is-not-a-blue-bottle-1-4|HISTOIRES DE PARFUMS this is not a blue bottle 1/4|11500|RUB|5.0|Название this is not a blue bottle было вдохновлено картиной «Вероломство образов» известного бельгийского художника- сюрреалиста Рене Магритта, написанной им в 1920-х годах. На картине изображена курительная трубка, под которой на французском языке выведена надпись, гласящая: «Это не трубка». **Между чертой , за которой существуют образы, и чертой , за которой эти образы превращаются в реальность, существует бездонная глубина возможностей . this is not a blue bottle — это аллегория оркестра ароматов, путешествия от абстрактных до наиболее воспаляющих воображение эмоций в бесконечном царстве голубого цвета.  **Это выражение обонятельных галлюцинаций и голубой , ничем не заполненной страницы, предоставляющей свободу для выражения любых идей. 1/.4 — этот парфюм состоит исключительно из натуральных эссенций. Его создание было вдохновлено принципом универсальности жизни Инь. Лунная сила Полыни и Иланг-иланга вторгается в благоухающие глубины Лабданума и Опопонакса. Лунный и сладкий , бархатный аромат с амбровыми нотами, который имеет абсолютно земную сущность. Этот парфюм — выражение Инь.||страна происхождения: Франция;
26801300002|https://goldapple.ru/26801300002-baccarat-rouge-540|MAISON FRANCIS KURKDJIAN BACCARAT ROUGE 540|30500|RUB|4.6|Магический альянс Природы и Человека, который трансформирует сырьё в осязаемые элементы. Абсолютное единение человеческого мастерства, природного минерала и огня.  Таким образом родился аромат Baccarat Rouge 540,  лаконичный и в то же время графичный ольфактивный автограф.  Изысканная и яркая парфюмерная вода с цветочно-амбровыми и древесными оттенками.||страна происхождения: Франция; изготовитель:«Parfum Francis Kurkdjian SAS», 41, rue Etienne Marcel, 75001 Paris, Франция.;
83800100006|https://goldapple.ru/83800100006-divine-vanille|ESSENTIAL PARFUMS PARIS DIVINE VANILLE|2107|RUB|4.6|Парфюмер – Olivier Pescheux. «Этот аромат – посвящение мадагаскарской ванили. Я люблю его за глубину, элегантность и притягательность. Мне хотелось раскрыть мягкие, пряные и чувственные грани композиции, наполненной тайной и призывающей оставаться собой».*Divine Vanille – таинственный, глубокий и соблазнительный аромат… Устоять невозможно. Нежная нота ванили словно вызывает зависимость, её притягательность усиливают бобы тонка и бензоин. Сочетание корицы и чувственного османтуса раскрывает яркую и неожиданную грань аромата, пробуждающую ассоциации с сухофруктами и табаком. Пачули и древесная нота кедра гармонируют с нежным мускусом. *Создатели парфюмерной воды ESSENTIAL PARFUMS выбирают натуральные, экологически чистые материалы и стремятся снизить воздействие на окружающую среду. Кроме того, импорт ванили из Мадагаскара позволяет развивать местную инфраструктуру, образование и здравоохранение, а также продовольственную безопасность.||"страна происхождения: Франция; изготовитель: ""ESSENTIAL PARFUMS SAS"", адрес: 107 rue Didot, Villa Jamot 11, 75014 Paris, Франция.;"
19000125955|https://goldapple.ru/19000125955-secret-of-success|STATE OF MIND Secret of Success|2814|RUB|4.7|Мобильная версия спрея создана, чтобы любимый аромат всегда был под рукой! Фруктовый аромат Secret of Success воплощает дух личных достижений, успех и достоинство. Он играет одновременно на тёплых нотах корицы и кардамона и на холодной, свежей ноте грейпфрута. Secret of Success дерзко противопоставляет чувственность иланг-иланга и мужественность розмарина и уда, но при этом остаётся гармоничным. Смелый аромат способен привлечь в жизнь удачу, ведь судьба благоволит храбрым.|Только для наружного применения.|страна происхождения: Франция; изготовитель:ALEGRIA SAS, 36, rue des Fontaines, 92310 Sèvres, Франция;
26802200002|https://goldapple.ru/26802200002-globe-trotter-zinc-edition|MAISON FRANCIS KURKDJIAN Globe Trotter Zinc edition|11500|RUB|0.0|Globe Trotter - тревэл атомайзер, созданный с особым вниманием к каждой детали. К каждому футляру прилагается кожаный чехол, сшитый вручную, и украшенный оттиском логотипа парфюмерного дома Maison Francis Kurkdjian. Цвет чехла, тёмно-красный, повторяет цвет французского паспорта.||
19000244387|https://goldapple.ru/19000244387-35-sm-izumrudnyj-2-stuki|ALDE CANDLES 35 см изумрудный, 2 штуки|450|RUB|0.0|Свеча коническая 35 см , 2 шт в упаковке, Оттенок: №23 изумрудный. Вес упаковки 190 гр. Размер упаковки: 36*5*2,5.||страна происхождения: Россия; изготовитель:ИП Молчанов Р.С. Юридический адрес улица Ю.Иванова, д. 88, Псковская область, р-н Дедовичский, рабочий поселок Дедовичи. Почта aldecandles@yandex.ru . +79117378880; Продавец; ИП Молчанов Роман Сергеевич; ОГРН / ОГРНИП; 317602700029301; Юридический адрес; Псковская обл., р-н Дедовичский, рабочий поселок Дедовичи, ул.Ю.Иванова, д. 88;
19000108821|https://goldapple.ru/19000108821-nina-fleur|NINA RICCI nina fleur|10610|RUB|4.8|Nina Ricci, следуя экологически чистому подходу в создании ароматов, представляет новый аромат Nina Fleur, на 92% состоящий из натуральных ингредиентов. Цитрусово-фруктово-цветочный аромат, представлен во флаконе, принт на котором вдохновлен коллекциями Модного Дома: смелый и современный рисунок, играющий на двух нежных оттенках розового. Это новое творение радостно излучает дух подиума и сверкает как изнутри, так и снаружи!**Аромат открывается свежим, острым аккордом, сочетающим сочное хрустящее яблоко и игристый итальянский лимон. Эти шипучие ноты контрастируют с сердцем аромата: цветами апельсина и нероли, в которых природа и чувственность сливаются воедино. Кедр, окутанный легким мускусом, переплетает аромат элегантными древесными тонами.**Nina Fleur похожа на цветочный узор, вдохновленный модой Nina Ricci: свободное и современное видение природы.**Чистый момент радости!||страна происхождения: Россия;
19000163471|https://goldapple.ru/19000163471-beso-canalla|BESO BEACH Beso canalla|9386|RUB|5.0|BESO CANALLA передает ощущение свободы и беззаботности, атмосферу вечеринки на райском пляже. *Музыка дарит гармонию, и вам хочется, чтобы этот момент длился вечно. *Нотки апельсина и лаванды побуждают прогуляться босиком по песку. *Словно солнце, разливается поджаренный сахар. Сандал заполняет пространство.|Распылите на кожу с расстояния 20-30 см.|"страна происхождения: Испания; изготовитель:""LANDING BARCELONA SL"", адрес: CL DIPUTACIÓ, 266 LOCAL 2, 08007 BARCELONA, Испания;"
83290100001|https://goldapple.ru/83290100001-magnolia-au-vetiver-du-haiti|CHOPARD Magnolia Au Vetiver du Haiti|18075|RUB|4.8|Парфюмерная вода, которая относится к группе цветочно-восточных, создана в серии Chopard Collection. Верхние ноты раскрываются фиалкой и розовым перцем, в сердце звучат таитянский ветивер, амбра и магнолия, сменяющиеся древесным аккордом.|Только для наружного применения.|"страна происхождения: Италия; изготовитель:""PFCH LUXE SA"", адрес: Rue du Parc 3 BIS, 1207, Geneva, Швейцария;"
19000182858|https://goldapple.ru/19000182858-feathers-touareg|BAOBAB COLLECTION Feathers touareg|13220|RUB|0.0|Ароматическая свеча Feathers Touareg отсылает к величественным одеждам Туарегов, покрытым синими деталями. Каждый бокал уникален, так как цвет размещен случайным образом, аромат сочной мяты, жасмина и мускуса перенесет вас к воротам Сахары. *Всегда давайте свече гореть, пока верхний слой воска полностью не станет жидким, это препятствует образованию лунок на поверхности свечи. *Приблизительное время горения составляет 60 часов.|Использовать для ароматизации помещения.|страна происхождения: Румыния; изготовитель:Baobab collection SA - 5 Avenue Eiffel, 1300 Wavre, Belgium +3210 84 01 24;
19000165312|https://goldapple.ru/19000165312-versense|VERSACE Versense|6880|RUB|5.0|"Состав набора:*Туалетная вода VERSACE ""VERSENSE"", 30 мл; *Парфюмированный лосьон для тела VERSACE ""VERSENSE"", 50 мл."||страна происхождения: Италия; изготовитель:«EUROITALIA S.R.L», адрес: Via Galileo Galilei 5, 20873 Cavenago di Brianza (MB), Италия.;
19000051623|https://goldapple.ru/19000051623-omizu-for-her|ANNAYAKE PERFUME OMIZU FOR HER|4515|RUB|4.6|Аромат OMIZU FOR HER – это вдохновляющий всплеск свежести, мгновенно очаровывающий нежностью ландыша и ярким цитрусовым аккордом. Волна цветочных, древесных и зеленых нот накрывает безмятежностью и спокойствием и переносит на умиротворяющую прогулку у прозрачного озера, окруженного лесом. Чистоту и свежесть светлой композиции ANNAYAKE усиливают ноты сердца: жасмин, флердоранж, гелиотроп и жимолость. Их идеальную гармонию дополняют сандал, мускус, гваяковое дерево и палисандр.|Только для наружного применения.|"страна происхождения: Франция; изготовитель:""ANNAYAKE"", адрес: 49, Avenue Montaigne, 75008, Paris, Франция.;"
19000239404|https://goldapple.ru/19000239404-business-class|LERA NENA ATELIER PARFUMES BUSINESS CLASS|7490|RUB|0.0|BUSINESS CLASS – авторский аромат ручной работы из новой коллекции селективной парфюмерии L.N Atelier Parfumes. Коллекция создана Лерой Неной, креативным директором TOPTOP. Селективные ароматы от L.N Atelier Parfumes сделаны на небольшом производстве в Москве, они поставляются в авторских стеклянных флаконах с бетонной крышкой. BUSINESS CLASS – яркий и запоминающийся аромат. В верхних нотах – абрикос, персик, ананас, слива, кардамон, бергамот, паприка и лимон. В сердце аромата – иланг-иланг, ирис, жасмин, орхидея и роза. А в шлейфе – ноты сандала, ванили, бензоина, бобов тонка, амбры, мускуса и вирджинского кедра. Аромат держится до 8 часов.|Распылять на расстоянии 20см на тело, одежду. Избегать попадания в глаза. Использовать в пищу опасно для жизни.|страна происхождения: Россия; изготовитель:ИП Грибова В.А, Российская Федерация, 190005, Санкт-Петербург, Московский проспект, дом 55; Продавец; ИП Грибова Валерия Александровна; ОГРН / ОГРНИП; 318784700127629; Юридический адрес; Ленинградская обл., м.р-н Всеволожский, с.п. Бугровское, д Мистолово, пр-д Луговой, Дом 14;
19000244389|https://goldapple.ru/19000244389-35-sm-olivkovyj-2-stuki|ALDE CANDLES 35 см оливковый, 2 штуки|450|RUB|0.0|Свеча коническая 35 см , 2 шт в упаковке, Оттенок: №16 оливковый. Вес упаковки 190 гр. Размер упаковки: 36*5*2,5.||страна происхождения: Россия; изготовитель:ИП Молчанов Р.С. Юридический адрес улица Ю.Иванова, д. 88, Псковская область, р-н Дедовичский, рабочий поселок Дедовичи. Почта aldecandles@yandex.ru . +79117378880; Продавец; ИП Молчанов Роман Сергеевич; ОГРН / ОГРНИП; 317602700029301; Юридический адрес; Псковская обл., р-н Дедовичский, рабочий поселок Дедовичи, ул.Ю.Иванова, д. 88;
