id|url|name|price|currency|rate|description|instruction|made
19000200198|https://goldapple.ru/19000200198-wood-haze-01-11|NEYDO Wood haze 01.11|5200|RUB|4.2|Сон Селин перенесет вас в мастерскую, где пахнет мореным деревом и старыми книгами. Ноты шафрана и мяты будоражат романтические воспоминания и наполняют теплом и творческой энергией. Аромат-вдохновение, благодаря которому так легко влюбиться или… создать шедевр!**Страна производства парфюмерной композиции -  Франция.**Celine, 01.11*Я стою на балконе и в задумчивости что-то вырезаю. Это как бездумно рисовать в блокноте, болтая по телефону, только вожу я не ручкой по бумаге, а ножом по дереву. Профессиональное. В доме напротив на точно таком же балконе мужчина поглощен чтением. Он не обращает на меня никакого внимания, поэтому я могу спокойно его рассмотреть. Черты его лица, наклон головы, движение рук кажутся мне знакомыми. Когда он переворачивает очередную страницу, я слышу шелест бумаги и чувствую запах старой книги. **В балконном проеме появляется босоногая женщина, ветер играет ее длинными волосами, а воздух наполняется ароматом янтаря, нагретого солнцем. Женщина протягивает мужчине чашку и нежно его целует. Когда он делает глоток, я ощущаю на губах вкус шафрана и мяты. Кинолентой мелькают страницы из дневника памяти. Я вспомнила! Мы познакомились лет пять назад на улице, где он продавал свои стихи, отпечатанные на пишущей машинке. **Помню наш первый поцелуй, как убегали от дождя на Бали и как, встав на одно колено, он преподнес мне шкатулку сандалового дерева... Вдруг я оказываюсь за его спиной. Опускаю взгляд и вижу свои босые ноги. *В моих руках его портрет, вырезанный на дереве.|Только для наружного применения.|"страна происхождения: Республика Корея; изготовитель:""White Space Brand Lab AG"", 6300, Zug, Baarerstrasse 14, Швейцария.;"
19000233251|https://goldapple.ru/19000233251-petrichor-plains|MIHAN AROMATICS Petrichor Plains|31680|RUB|0.0|Долгожданный покой после долгой аскезы. Дар небес, живительная сила для земли  и деревьев, асфальта и пыли. Пробуждение, вдох, и, наконец, свобода. Восхваление череды  жарких дней, развеянных проливным дождём. Летний душ как живительный напиток. Воздух, впитавший дыхание спящих утесов и томных полей, — как роса  на коже.|Нанести на пульсирующие точки.|страна происхождения: Австралия; изготовитель:Mihan Australia Pty Ltd;
7431900003|https://goldapple.ru/7431900003-dylan-blue|VERSACE Dylan Blue|7791|RUB|4.8|Туалетная вода Versace Dylan Blue воплощает в себе характер современного мужчины, привыкшего идти в ногу со временем. Яркий и насыщенный древесный аромат наполнен мужественностью и шармом. Верхние ноты туалетной воды включают в себя цитрусовые тона грейпфрута и бергамота в сочетании со свеже-сладким запахом фиговых листьев. Многогранный букет из листьев фиалки, древесины, черного перца, пачули и амброксана составляет ноты сердца Dylan Blue. Шлейф из ладана, шафрана, мускуса и бобов тонка завершает композицию. Парфюм от Versace окутает вас легкой дымкой чувственности и силы, наполнит день позитивными эмоциями и подарит ощущение легкости.||страна происхождения: Италия; изготовитель:«EUROITALIA S.R.L», адрес: Via Galileo Galilei 5, 20873 Cavenago di Brianza (MB), Италия;
19760310036|https://goldapple.ru/19760310036-l-ame-slave|STATE OF MIND L'Ame Slave|7175|RUB|5.0|Древесный аромат L'Ame Slave – это воплощение таинственной, независимой и спонтанной славянской души. Глубокая композиция создана на основе нот бергамота и гевеи, к которым присоединяются василёк, степные травы, кедр и серёжки березы. Вдохновением для создания аромата стал Второй концерт для фортепиано с оркестром Сергея Рахманинова. Контрастный и чувственный L'Ame Slave потрясает и позволяет сердцу править, руководить разумом.**Верхние ноты: бергамот, лимон, гевея**Ноты сердца: имбирь, мёд, ваниль**Базовые ноты: пуэр, кедр, береза, сандал||страна происхождения: Франция; изготовитель:ALEGRIA SAS, 36, rue des Fontaines, 92310 Sèvres, Франция;
19000244272|https://goldapple.ru/19000244272-put|ALDE CANDLES Путь|800|RUB|0.0|Свеча из 100% соевого воска в баночке. Время горения: 20 часов. Основные аккорды аромата: древесный, кожаный, дым. Верхние ноты: кедр, кожа, бергамот. Средние ноты:амбра, кедр, кашемир. Базовые ноты: сандаловое дерево, кожа, мед. *Комплектация: Свеча соевая в банке, бумага тишью, открытка.||страна происхождения: Россия; изготовитель:ИП Молчанов Р.С. Юридический адрес улица Ю.Иванова, д. 88, Псковская область, р-н Дедовичский, рабочий поселок Дедовичи. Почта aldecandles@yandex.ru . +79117378880; Продавец; ИП Молчанов Роман Сергеевич; ОГРН / ОГРНИП; 317602700029301; Юридический адрес; Псковская обл., р-н Дедовичский, рабочий поселок Дедовичи, ул.Ю.Иванова, д. 88;
19000060263|https://goldapple.ru/19000060263-apple-lotus|ZIELINSKI & ROZEN apple & lotus|2200|RUB|4.6|Я хочу, чтобы парфюм трогал до глубины души, говорил о личности и отражал ее уникальность.*Эрез Розен **Замысловатая ольфакторная книга, сюжет которой раскрывается новыми гранями на каждом человеке. Необычные сочетания нот и оригинальное построение аккордов подчеркивают индивидуальность и раскрывают суть ярче любых слов. **Все ароматы Zielinski&Rozen категории унисекс.|Наносите парфюм по обе стороны плеч или распылите впереди себя и войдите в «облако» аромата.|страна происхождения: Россия;
19000220509|https://goldapple.ru/19000220509-queening|MIND GAMES QUEENING|23220|RUB|5.0|Коллекция soulmate воплощает силу и единство пешек, коллективную уверенность и стремление поддерживать друг друга. По характеру пешка — решительная, амбициозная и бесстрашная фигура. *Каждый аромат продуман, чтобы вы могли носить его самостоятельно или наслаивать с другими, создавая неповторимую композицию. Дизайн флаконов изящен, современен и сдержан — тонкие детали намекают на защитный слой брони. Разожгите страсть и откройте в себе лучшее с soulmate.**Queening — празднование достижения своих целей. Эта изысканная композиция сочетает в себе королевский аромат ириса со сладостью ванили, создавая бодрящее начало, за которым следуют выдержанный ром и шафран. *Этот пленительный аромат наделяет силой всех нынешних и амбициозных королев.|Распылите на кожу с расстояния 20-30 см.|страна происхождения: США; изготовитель:«Park Fragrance LLC», мекенжай: 70 West 36th Street Suite 4B, New York, NY, 10018, АҚШ;
19000225171|https://goldapple.ru/19000225171-vanille-benjoin|AFFINESSENCE VANILLE-BENJOIN|25110|RUB|0.0|В аромате AFFINESSENCE из коллекции Notes de Fond (или Base Notes collection) встретились два вида ванили: абсолю таитянской ванили, в звучании которой проявляются намеки на ноту кожи, а абсолю мадагаскарской ванили с чарующей сладостью. **К уникальному союзу присоединяется аккорд сиамского бензоина, приятно удивляющий бальзамическими и миндальными гранями. Вместе бензоин и ваниль создают завораживающий и пьянящий шлейф. В то же время бобы тонка, амброксан и кедр усиливают соблазнительную, чувственною сторону аромата. **Парфюмеры – Corinne Cachen и Sophie Bruneau.|Только для наружного применения.|страна происхождения: Франция;
19000082704|https://goldapple.ru/19000082704-immoral|BYBOZO Immoral|4000|RUB|4.7|IMMORAL «Аморальный»*Целая корзина спелых запретных плодов искушают обоих. Кисло-сладкая маракуйя катится наперегонки с персиком. «Вы будете как боги» — шепчет медовая груша, спадая с ветки. Ее охлаждает веер черносмородинового листа. Но аппетит только нарастает: целая ванна малины манит благоуханием.*«Что же здесь аморального?» — приглашает ландыш. Он ободряет, дает свежесть и становится сладким. «Иди ко мне, — шепчет ваниль, — я укроюсь в твоих волосах». И когда пачули надевает туфли, пьянящий гелиотроп валит ее с ног. Это все афродизиаки — соблазнители сандал и мускус шлейфом струятся, преследуя виновников.*Чувства превыше разума. Самый настоящий экстаз.||страна происхождения: Франция;
83670200007|https://goldapple.ru/83670200007-secret-of-success|STATE OF MIND Secret of success|8066|RUB|4.7|В состав набора входит парфюмерная вода 20 мл в футляре + рефилл 20 мл.  Фруктовый аромат Secret of Success воплощает дух личных достижений, успех и достоинство. Он играет одновременно на тёплых нотах корицы и кардамона и на холодной, свежей ноте грейпфрута. Secret of Success дерзко противопоставляет чувственность иланг-иланга и мужественность розмарина и уда, но при этом остаётся гармоничным. Смелый аромат способен привлечь в жизнь удачу, ведь судьба благоволит храбрым.     **Верхние ноты: чай сенча, грейпфрут, корица **Ноты сердца: иланг-иланг, розмарин**Базовые ноты: уд, ваниль, кардамон||страна происхождения: Франция; изготовитель:ALEGRIA SAS, 36, rue des Fontaines, 92310 Sèvres, Франция;
